Surface-Form,Link,Part-of-Speech
featuring,https://fr.wikipedia.org/wiki/featuring,VBG
MC Serch,https://fr.wikipedia.org/wiki/MC_Serch,NNP NNP
3rd Bass,https://fr.wikipedia.org/wiki/3rd_Bass,CD NN
Non Phixion,https://fr.wikipedia.org/wiki/Non_Phixion,NNP NNP
Métèque et Mat (1995–1999),https://fr.wikipedia.org/wiki/Métèque_et_Mat_(1995–1999),NNP CC NNP ( CD )
Métèque et Mat,https://fr.wikipedia.org/wiki/Métèque_et_Mat,NNP CC NNP
Fonky Family,https://fr.wikipedia.org/wiki/Fonky_Family,NNP NNP
Luc Besson,https://fr.wikipedia.org/wiki/Luc_Besson,NNP NNP
DJ Kheops,https://fr.wikipedia.org/wiki/DJ_Kheops,NNP NNP
Sol Invictus (2000–2001),https://fr.wikipedia.org/wiki/Sol_Invictus_(2000–2001),NNP NNP ( CD )
Bruno Coulais,https://fr.wikipedia.org/wiki/Bruno_Coulais,NNP NNP
Comme un aimant,https://fr.wikipedia.org/wiki/Comme_un_aimant,NNP JJ NN
Millie Jackson,https://fr.wikipedia.org/wiki/Millie_Jackson,NNP NNP
Isaac Hayes,https://fr.wikipedia.org/wiki/Isaac_Hayes,NNP NNP
Cunnie Williams,https://fr.wikipedia.org/wiki/Cunnie_Williams,NNP NNP
Sol Invictus,https://fr.wikipedia.org/wiki/Sol_Invictus,NNP NNP
Black Album (2002),https://fr.wikipedia.org/wiki/Black_Album_(2002),NNP NNP ( CD )
Black Album,https://fr.wikipedia.org/wiki/Black_Album,NNP NNP
Soprano,https://fr.wikipedia.org/wiki/Soprano,NN
Soldats de fortune (2006),https://fr.wikipedia.org/wiki/Soldats_de_fortune_(2006),NNP FW NN ( CD )
Soldats de fortune,https://fr.wikipedia.org/wiki/Soldats_de_fortune,NNP FW NN
Psy 4 de la rime,https://fr.wikipedia.org/wiki/Psy_4_de_la_rime,NNP CD IN FW NN
attentats du 11 septembre 2001,https://fr.wikipedia.org/wiki/attentats_du_11_septembre_2001,NNS VBP CD NN CD
Afghanistan,https://fr.wikipedia.org/wiki/Afghanistan,NNP
La fin de leur monde (2008),https://fr.wikipedia.org/wiki/La_fin_de_leur_monde_(2008),NNP NN FW FW FW ( CD )
Julie Zenatti,https://fr.wikipedia.org/wiki/Julie_Zenatti,NNP NNP
La Boîte de Pandore,https://fr.wikipedia.org/wiki/La_Boîte_de_Pandore,NNP NNP IN NNP
Chiens de paille,https://fr.wikipedia.org/wiki/Chiens_de_paille,NNP FW FW
Sans Pression,https://fr.wikipedia.org/wiki/Sans_Pression,NNS NN
hip-hop québécois,https://fr.wikipedia.org/wiki/hip-hop_québécois,NN NN
Jacques Mesrine,https://fr.wikipedia.org/wiki/Jacques_Mesrine,NNS NNP
Mesrine,https://fr.wikipedia.org/wiki/Mesrine,NN
Je suis en vie (depuis 2014),https://fr.wikipedia.org/wiki/Je_suis_en_vie_(depuis_2014),NNP NN NN NN ( JJ CD )
Je suis en vie,https://fr.wikipedia.org/wiki/Je_suis_en_vie,NNP NN NN NN
Faf Larage,https://fr.wikipedia.org/wiki/Faf_Larage,NNP NNP
Cut Killer,https://fr.wikipedia.org/wiki/Cut_Killer,NNP NNP
Shurik'n,https://fr.wikipedia.org/wiki/Shurik'n,NN
Production,https://fr.wikipedia.org/wiki/Production,NN
361 Records,https://fr.wikipedia.org/wiki/361_Records,CD NNS
Bambi Cruz,https://fr.wikipedia.org/wiki/Bambi_Cruz,NNP NNP
Passi,https://fr.wikipedia.org/wiki/Passi,NN
Stomy Bugsy,https://fr.wikipedia.org/wiki/Stomy_Bugsy,NNP NNP
Freeman,https://fr.wikipedia.org/wiki/Freeman,NN
La Brigade,https://fr.wikipedia.org/wiki/La_Brigade,NNP NNP
 Œil,https://fr.wikipedia.org/wiki/_Œil,NN
Conte de la frustration,https://fr.wikipedia.org/wiki/Conte_de_la_frustration,NNP NNP FW NN
We Luv New York,https://fr.wikipedia.org/wiki/We_Luv_New_York,PRP VBP NNP NNP
Pseudonyme,https://fr.wikipedia.org/wiki/Pseudonyme,NN
Lee Van Cleef,https://fr.wikipedia.org/wiki/Lee_Van_Cleef,NNP NNP NNP
"Le Bon, la Brute et le Truand","https://fr.wikipedia.org/wiki/Le_Bon,_la_Brute_et_le_Truand","NNP NNP , NNP NNP FW NN NNP"
Pro Evolution Soccer,https://fr.wikipedia.org/wiki/Pro_Evolution_Soccer,NNP NNP NNP
Akh,https://fr.wikipedia.org/wiki/Akh,NN
Foot 2 rue,https://fr.wikipedia.org/wiki/Foot_2_rue,NNP CD NN
Cuisine.tv,https://fr.wikipedia.org/wiki/Cuisine.tv,NN
Le Mouv’,https://fr.wikipedia.org/wiki/Le_Mouv’,NNP NNP NN
Exposition,https://fr.wikipedia.org/wiki/Exposition,NN
Publicité,https://fr.wikipedia.org/wiki/Publicité,NN
Coca-Cola,https://fr.wikipedia.org/wiki/Coca-Cola,NN
pratiques contestées,https://fr.wikipedia.org/wiki/pratiques_contestées,NNS VBP
lettre ouverte,https://fr.wikipedia.org/wiki/lettre_ouverte,NN NN
Facebook,https://fr.wikipedia.org/wiki/Facebook,NN
Adidas,https://fr.wikipedia.org/wiki/Adidas,NNS
Pablo Reinoso,https://fr.wikipedia.org/wiki/Pablo_Reinoso,NNP NNP
third,https://fr.wikipedia.org/wiki/third,JJ
Olympique de Marseille,https://fr.wikipedia.org/wiki/Olympique_de_Marseille,NNP FW NNP
redskins,https://fr.wikipedia.org/wiki/redskins,NNS
bombers,https://fr.wikipedia.org/wiki/bombers,NNS
Laurent Gerra,https://fr.wikipedia.org/wiki/Laurent_Gerra,JJ NNP
Vivement Dimanche,https://fr.wikipedia.org/wiki/Vivement_Dimanche,NNP NNP
Albums studio,https://fr.wikipedia.org/wiki/Albums_studio,NNS NN
Métèque et mat,https://fr.wikipedia.org/wiki/Métèque_et_mat,NNP CC NN
Albums collaboratifs,https://fr.wikipedia.org/wiki/Albums_collaboratifs,NNS NNS
IAM Concept,https://fr.wikipedia.org/wiki/IAM_Concept,NNP NNP
... de la planète Mars,https://fr.wikipedia.org/wiki/..._de_la_planète_Mars,: NN FW NN NNS
Ombre est lumière,https://fr.wikipedia.org/wiki/Ombre_est_lumière,NNP JJS NN
L'École du micro d'argent,https://fr.wikipedia.org/wiki/L'École_du_micro_d'argent,NNP NN NN NN
Revoir un printemps,https://fr.wikipedia.org/wiki/Revoir_un_printemps,NNP JJ NNS
IAM Official Mixtape,https://fr.wikipedia.org/wiki/IAM_Official_Mixtape,NNP NNP NNP
Saison 5,https://fr.wikipedia.org/wiki/Saison_5,NNP CD
Arts Martiens,https://fr.wikipedia.org/wiki/Arts_Martiens,NNS NNS
...IAM,https://fr.wikipedia.org/wiki/...IAM,: NN
Productions,https://fr.wikipedia.org/wiki/Productions,NNS
Electro Cypher,https://fr.wikipedia.org/wiki/Electro_Cypher,NNP NNP
Double Chill Burger - Quality Best Of,https://fr.wikipedia.org/wiki/Double_Chill_Burger_-_Quality_Best_Of,NNP NNP NNP : NN NNP IN
Bandes originales,https://fr.wikipedia.org/wiki/Bandes_originales,NNS NNS
Taxi,https://fr.wikipedia.org/wiki/Taxi,NN
 - La bande originale du livre,https://fr.wikipedia.org/wiki/_-_La_bande_originale_du_livre,: NN FW NN NN NN
Filmographie,https://fr.wikipedia.org/wiki/Filmographie,NN
Kamel Saleh,https://fr.wikipedia.org/wiki/Kamel_Saleh,NNP NNP
Encore un printemps,https://fr.wikipedia.org/wiki/Encore_un_printemps,RB JJ NNS
Audrey Estrougo,https://fr.wikipedia.org/wiki/Audrey_Estrougo,NNP NNP
téléfilm,https://fr.wikipedia.org/wiki/téléfilm,NN
Didier Daarwin,https://fr.wikipedia.org/wiki/Didier_Daarwin,NNP NNP
Zak,https://fr.wikipedia.org/wiki/Zak,NN
Vidéographie,https://fr.wikipedia.org/wiki/Vidéographie,NN
Alias Akhenaton,https://fr.wikipedia.org/wiki/Alias_Akhenaton,NNP NNP
Ouvrages,https://fr.wikipedia.org/wiki/Ouvrages,NNS
Eric Mandel,https://fr.wikipedia.org/wiki/Eric_Mandel,NNP NNP
Christophe André,https://fr.wikipedia.org/wiki/Christophe_André,NNP NNP
Stéphane Hessel,https://fr.wikipedia.org/wiki/Stéphane_Hessel,NNP NNP
Jean-Marie Pelt,https://fr.wikipedia.org/wiki/Jean-Marie_Pelt,NNP NNP
Pierre Rabhi,https://fr.wikipedia.org/wiki/Pierre_Rabhi,NNP NNP
Matthieu Ricard,https://fr.wikipedia.org/wiki/Matthieu_Ricard,NNP NNP
Jean Ziegler,https://fr.wikipedia.org/wiki/Jean_Ziegler,NNP NNP
science,https://fr.wikipedia.org/wiki/science,NN
observation des astres,https://fr.wikipedia.org/wiki/observation_des_astres,NN NNS NNS
origine,https://fr.wikipedia.org/wiki/origine,NN
physiques,https://fr.wikipedia.org/wiki/physiques,NNS
chimiques,https://fr.wikipedia.org/wiki/chimiques,NNS
astronomes amateurs,https://fr.wikipedia.org/wiki/astronomes_amateurs,NNS NNS
Histoire de l'astronomie,https://fr.wikipedia.org/wiki/Histoire_de_l'astronomie,NNP FW NN
Âge du bronze,https://fr.wikipedia.org/wiki/Âge_du_bronze,NN NN NN
Néolithique,https://fr.wikipedia.org/wiki/Néolithique,NN
équinoxes,https://fr.wikipedia.org/wiki/équinoxes,NNS
constellations,https://fr.wikipedia.org/wiki/constellations,NNS
antiquité,https://fr.wikipedia.org/wiki/antiquité,NN
astrologie,https://fr.wikipedia.org/wiki/astrologie,NN
siècle des Lumières,https://fr.wikipedia.org/wiki/siècle_des_Lumières,NN NNS NNS
foi,https://fr.wikipedia.org/wiki/foi,NN
astronomes,https://fr.wikipedia.org/wiki/astronomes,NNS
Dans la Haute Antiquité,https://fr.wikipedia.org/wiki/Dans_la_Haute_Antiquité,NNS VBP NNP NNP
objets célestes,https://fr.wikipedia.org/wiki/objets_célestes,NNS NNS
découvertes,https://fr.wikipedia.org/wiki/découvertes,NNS
pollution industrielle,https://fr.wikipedia.org/wiki/pollution_industrielle,NN NN
lumineuse,https://fr.wikipedia.org/wiki/lumineuse,NN
Grotte de Lascaux,https://fr.wikipedia.org/wiki/Grotte_de_Lascaux,NNP FW NNP
civilisation,https://fr.wikipedia.org/wiki/civilisation,NN
proto-écriture,https://fr.wikipedia.org/wiki/proto-écriture,NN
système,https://fr.wikipedia.org/wiki/système,NN
cosmogonie,https://fr.wikipedia.org/wiki/cosmogonie,NN
cosmologie,https://fr.wikipedia.org/wiki/cosmologie,NN
carte du ciel,https://fr.wikipedia.org/wiki/carte_du_ciel,NN NN NN
calendrier,https://fr.wikipedia.org/wiki/calendrier,NN
observatoire,https://fr.wikipedia.org/wiki/observatoire,NN
observation astronomique,https://fr.wikipedia.org/wiki/observation_astronomique,NN NN
millénaires,https://fr.wikipedia.org/wiki/millénaires,NNS
primum movens,https://fr.wikipedia.org/wiki/primum_movens,NN NNS
cercles mégalithiques,https://fr.wikipedia.org/wiki/cercles_mégalithiques,NNS NNS
Nabta Playa,https://fr.wikipedia.org/wiki/Nabta_Playa,NNP NNP
Stonehenge,https://fr.wikipedia.org/wiki/Stonehenge,NN
Wiltshire,https://fr.wikipedia.org/wiki/Wiltshire,NN
Flammarion,https://fr.wikipedia.org/wiki/Flammarion,NN
ancien monde,https://fr.wikipedia.org/wiki/ancien_monde,NN NN
astronomie indienne,https://fr.wikipedia.org/wiki/astronomie_indienne,NN NN
chinoise,https://fr.wikipedia.org/wiki/chinoise,NN
Rig-Veda,https://fr.wikipedia.org/wiki/Rig-Veda,JJ
zodiacales,https://fr.wikipedia.org/wiki/zodiacales,NNS
astronomie sumérienne,https://fr.wikipedia.org/wiki/astronomie_sumérienne,NN NN
chaldéenne,https://fr.wikipedia.org/wiki/chaldéenne,NN
mésopotamienne,https://fr.wikipedia.org/wiki/mésopotamienne,NN
égyptienne,https://fr.wikipedia.org/wiki/égyptienne,NN
hébraïque,https://fr.wikipedia.org/wiki/hébraïque,NN
Bible,https://fr.wikipedia.org/wiki/Bible,JJ
Univers,https://fr.wikipedia.org/wiki/Univers,NNS
étoiles,https://fr.wikipedia.org/wiki/étoiles,NNS
planètes,https://fr.wikipedia.org/wiki/planètes,NNS
Toltèque,https://fr.wikipedia.org/wiki/Toltèque,NN
Zapotèque,https://fr.wikipedia.org/wiki/Zapotèque,NN
Maya,https://fr.wikipedia.org/wiki/Maya,NN
astronomie maya,https://fr.wikipedia.org/wiki/astronomie_maya,NN NN
Vénus,https://fr.wikipedia.org/wiki/Vénus,NN
Lune,https://fr.wikipedia.org/wiki/Lune,NN
écliptique,https://fr.wikipedia.org/wiki/écliptique,NN
zodiaque,https://fr.wikipedia.org/wiki/zodiaque,NN
divination astrale,https://fr.wikipedia.org/wiki/divination_astrale,NN NN
arithmétique,https://fr.wikipedia.org/wiki/arithmétique,NN
Dans l’Antiquité classique et tardive,https://fr.wikipedia.org/wiki/Dans_l’Antiquité_classique_et_tardive,NNS VBP JJ NNP NN RB JJ
Astronomie grecque,https://fr.wikipedia.org/wiki/Astronomie_grecque,NNP NN
Athènes antique,https://fr.wikipedia.org/wiki/Athènes_antique,NNS NN
Ératosthène,https://fr.wikipedia.org/wiki/Ératosthène,NN
Eudoxe de Cnide,https://fr.wikipedia.org/wiki/Eudoxe_de_Cnide,NNP FW NNP
Apollonios,https://fr.wikipedia.org/wiki/Apollonios,NNS
Hipparque,https://fr.wikipedia.org/wiki/Hipparque,NN
Ptolémée,https://fr.wikipedia.org/wiki/Ptolémée,NN
géocentrique,https://fr.wikipedia.org/wiki/géocentrique,NN
Aristarque de Samos,https://fr.wikipedia.org/wiki/Aristarque_de_Samos,NNP FW NNP
héliocentrique,https://fr.wikipedia.org/wiki/héliocentrique,NN
Système solaire,https://fr.wikipedia.org/wiki/Système_solaire,NNP NN
épicycles,https://fr.wikipedia.org/wiki/épicycles,NNS
éclipses,https://fr.wikipedia.org/wiki/éclipses,NNS
magnitude,https://fr.wikipedia.org/wiki/magnitude,NN
Almageste,https://fr.wikipedia.org/wiki/Almageste,NN
trigonométrie,https://fr.wikipedia.org/wiki/trigonométrie,NN
philosophie,https://fr.wikipedia.org/wiki/philosophie,NN
temps,https://fr.wikipedia.org/wiki/temps,NNS
Science du Moyen Âge,https://fr.wikipedia.org/wiki/Science_du_Moyen_Âge,NN NN NNP NN
Éducation médiévale,https://fr.wikipedia.org/wiki/Éducation_médiévale,NN NN
Sciences et techniques islamiques,https://fr.wikipedia.org/wiki/Sciences_et_techniques_islamiques,NNS VBP NNS NNS
Āryabhaṭīya,https://fr.wikipedia.org/wiki/Āryabhaṭīya,NN
copernicien,https://fr.wikipedia.org/wiki/copernicien,NN
naviguer,https://fr.wikipedia.org/wiki/naviguer,NN
désert,https://fr.wikipedia.org/wiki/désert,NN
indienne,https://fr.wikipedia.org/wiki/indienne,NN
grecque,https://fr.wikipedia.org/wiki/grecque,NN
astronomie,https://fr.wikipedia.org/wiki/astronomie,NN
Boèce,https://fr.wikipedia.org/wiki/Boèce,NN
quadrivium,https://fr.wikipedia.org/wiki/quadrivium,NN
musique,https://fr.wikipedia.org/wiki/musique,NN
monde musulman,https://fr.wikipedia.org/wiki/monde_musulman,NN NN
al-Farghani,https://fr.wikipedia.org/wiki/al-Farghani,NN
805,https://fr.wikipedia.org/wiki/805,CD
corps célestes,https://fr.wikipedia.org/wiki/corps_célestes,NN NNS
obliquité de l'écliptique,https://fr.wikipedia.org/wiki/obliquité_de_l'écliptique,NN IN NN
Al-Kindi,https://fr.wikipedia.org/wiki/Al-Kindi,JJ
801,https://fr.wikipedia.org/wiki/801,CD
873,https://fr.wikipedia.org/wiki/873,CD
Al-Battani,https://fr.wikipedia.org/wiki/Al-Battani,JJ
855,https://fr.wikipedia.org/wiki/855,CD
923,https://fr.wikipedia.org/wiki/923,CD
Al-Hasib Al Misri,https://fr.wikipedia.org/wiki/Al-Hasib_Al_Misri,JJ NNP NNP
930,https://fr.wikipedia.org/wiki/930,CD
Al-Razi,https://fr.wikipedia.org/wiki/Al-Razi,JJ
864,https://fr.wikipedia.org/wiki/864,CD
Al-Farabi,https://fr.wikipedia.org/wiki/Al-Farabi,JJ
872,https://fr.wikipedia.org/wiki/872,CD
950,https://fr.wikipedia.org/wiki/950,CD
Téhéran,https://fr.wikipedia.org/wiki/Téhéran,NN
al-Khujandi,https://fr.wikipedia.org/wiki/al-Khujandi,NN
Platon,https://fr.wikipedia.org/wiki/Platon,NN
Aristote,https://fr.wikipedia.org/wiki/Aristote,NN
géographie,https://fr.wikipedia.org/wiki/géographie,NN
civilisation arabo-musulmane,https://fr.wikipedia.org/wiki/civilisation_arabo-musulmane,NN NN
Civilisation islamique,https://fr.wikipedia.org/wiki/Civilisation_islamique,NN NN
Saint Bède le Vénérable,https://fr.wikipedia.org/wiki/Saint_Bède_le_Vénérable,NNP NNP VBZ JJ
arts libéraux,https://fr.wikipedia.org/wiki/arts_libéraux,NNS NN
trivium,https://fr.wikipedia.org/wiki/trivium,NN
comput,https://fr.wikipedia.org/wiki/comput,NN
Sylvestre II,https://fr.wikipedia.org/wiki/Sylvestre_II,NNP NNP
an mille,https://fr.wikipedia.org/wiki/an_mille,DT NN
Al-Farghani,https://fr.wikipedia.org/wiki/Al-Farghani,JJ
Omar Khayyam,https://fr.wikipedia.org/wiki/Omar_Khayyam,NNP NNP
1048,https://fr.wikipedia.org/wiki/1048,CD
1131,https://fr.wikipedia.org/wiki/1131,CD
Ibn al-Haytham,https://fr.wikipedia.org/wiki/Ibn_al-Haytham,NNP NN
965,https://fr.wikipedia.org/wiki/965,CD
Al-Biruni,https://fr.wikipedia.org/wiki/Al-Biruni,JJ
973,https://fr.wikipedia.org/wiki/973,CD
astronome,https://fr.wikipedia.org/wiki/astronome,NN
Nasir ad-Din at-Tusi,https://fr.wikipedia.org/wiki/Nasir_ad-Din_at-Tusi,JJ JJ NN
1201,https://fr.wikipedia.org/wiki/1201,CD
1274,https://fr.wikipedia.org/wiki/1274,CD
Al-Kashi,https://fr.wikipedia.org/wiki/Al-Kashi,NN
1380,https://fr.wikipedia.org/wiki/1380,CD
1429,https://fr.wikipedia.org/wiki/1429,CD
Al-Sufi,https://fr.wikipedia.org/wiki/Al-Sufi,JJ
Copernic,https://fr.wikipedia.org/wiki/Copernic,JJ
De revolutionibus,https://fr.wikipedia.org/wiki/De_revolutionibus,NNP NN
1543,https://fr.wikipedia.org/wiki/1543,CD
Galilée,https://fr.wikipedia.org/wiki/Galilée,NN
Kepler,https://fr.wikipedia.org/wiki/Kepler,NNP
lunette astronomique,https://fr.wikipedia.org/wiki/lunette_astronomique,NN NN
Hans Lippershey,https://fr.wikipedia.org/wiki/Hans_Lippershey,NNS VBP
Tycho Brahe,https://fr.wikipedia.org/wiki/Tycho_Brahe,NNP NNP
ses lois,https://fr.wikipedia.org/wiki/ses_lois,NNS VBP
Isaac Newton,https://fr.wikipedia.org/wiki/Isaac_Newton,NNP NNP
gravitation,https://fr.wikipedia.org/wiki/gravitation,NN
lois du mouvement,https://fr.wikipedia.org/wiki/lois_du_mouvement,NN NN NN
télescope réflecteur,https://fr.wikipedia.org/wiki/télescope_réflecteur,NN NN
Thomas Samuel Kuhn,https://fr.wikipedia.org/wiki/Thomas_Samuel_Kuhn,NNP NNP NNP
révolution scientifique,https://fr.wikipedia.org/wiki/révolution_scientifique,NN NN
étoile,https://fr.wikipedia.org/wiki/étoile,NN
Proxima du Centaure,https://fr.wikipedia.org/wiki/Proxima_du_Centaure,NNP NN NN
années-lumière,https://fr.wikipedia.org/wiki/années-lumière,NN
spectroscopie,https://fr.wikipedia.org/wiki/spectroscopie,NN
température,https://fr.wikipedia.org/wiki/température,NN
masse,https://fr.wikipedia.org/wiki/masse,NN
notre Galaxie,https://fr.wikipedia.org/wiki/notre_Galaxie,NNS NNP
galaxies,https://fr.wikipedia.org/wiki/galaxies,NNS
expansion de l'univers,https://fr.wikipedia.org/wiki/expansion_de_l'univers,NN IN NNS
loi de Hubble,https://fr.wikipedia.org/wiki/loi_de_Hubble,NN IN NNP
Big Bang,https://fr.wikipedia.org/wiki/Big_Bang,NNP NNP
rayonnement thermique cosmologique,https://fr.wikipedia.org/wiki/rayonnement_thermique_cosmologique,NN NN NN
nucléosynthèse,https://fr.wikipedia.org/wiki/nucléosynthèse,NN
radiotélescopes,https://fr.wikipedia.org/wiki/radiotélescopes,NNS
radioastronomie,https://fr.wikipedia.org/wiki/radioastronomie,NN
expérimentations,https://fr.wikipedia.org/wiki/expérimentations,NNS
spectroscopique,https://fr.wikipedia.org/wiki/spectroscopique,NN
raies d'émission,https://fr.wikipedia.org/wiki/raies_d'émission,NNS NN
atomes,https://fr.wikipedia.org/wiki/atomes,NNS
sauts quantiques,https://fr.wikipedia.org/wiki/sauts_quantiques,NNS NNS
ondes électromagnétiques,https://fr.wikipedia.org/wiki/ondes_électromagnétiques,NNS NNS
Année mondiale de l'astronomie,https://fr.wikipedia.org/wiki/Année_mondiale_de_l'astronomie,NNP NN FW FW
Matières de l'astronomie,https://fr.wikipedia.org/wiki/Matières_de_l'astronomie,NNS VBP NN
astrométrie,https://fr.wikipedia.org/wiki/astrométrie,NN
mécanique céleste,https://fr.wikipedia.org/wiki/mécanique_céleste,NN NN
mathématique,https://fr.wikipedia.org/wiki/mathématique,NN
capteurs CCD,https://fr.wikipedia.org/wiki/capteurs_CCD,NNS NNP
astronomie d'observation,https://fr.wikipedia.org/wiki/astronomie_d'observation,NN NN
astrophysique théorique,https://fr.wikipedia.org/wiki/astrophysique_théorique,NN NN
astrophysique,https://fr.wikipedia.org/wiki/astrophysique,NN
neutrino,https://fr.wikipedia.org/wiki/neutrino,NN
Matières par sujet,https://fr.wikipedia.org/wiki/Matières_par_sujet,NNS VBP NN
Astronomie solaire,https://fr.wikipedia.org/wiki/Astronomie_solaire,NNP NN
séquence principale,https://fr.wikipedia.org/wiki/séquence_principale,NN NN
type spectral,https://fr.wikipedia.org/wiki/type_spectral,JJ NN
étoile variable,https://fr.wikipedia.org/wiki/étoile_variable,NN NN
taches solaires,https://fr.wikipedia.org/wiki/taches_solaires,NNS NNS
cycle,https://fr.wikipedia.org/wiki/cycle,NN
activité magnétique,https://fr.wikipedia.org/wiki/activité_magnétique,NN NN
luminosité,https://fr.wikipedia.org/wiki/luminosité,NN
minimum de Maunder,https://fr.wikipedia.org/wiki/minimum_de_Maunder,NN IN NNP
petit âge glaciaire,https://fr.wikipedia.org/wiki/petit_âge_glaciaire,NN CD NN
pression,https://fr.wikipedia.org/wiki/pression,NN
fusion nucléaire,https://fr.wikipedia.org/wiki/fusion_nucléaire,NN NN
plasma,https://fr.wikipedia.org/wiki/plasma,NN
radiations,https://fr.wikipedia.org/wiki/radiations,NNS
convection,https://fr.wikipedia.org/wiki/convection,NN
photosphère,https://fr.wikipedia.org/wiki/photosphère,NN
chromosphère,https://fr.wikipedia.org/wiki/chromosphère,NN
couronne solaire,https://fr.wikipedia.org/wiki/couronne_solaire,NN NN
vent solaire,https://fr.wikipedia.org/wiki/vent_solaire,NN NN
héliopause,https://fr.wikipedia.org/wiki/héliopause,NN
magnétosphère,https://fr.wikipedia.org/wiki/magnétosphère,NN
ceintures de Van Allen,https://fr.wikipedia.org/wiki/ceintures_de_Van_Allen,NNS VBP NNP NNP
aurores polaires,https://fr.wikipedia.org/wiki/aurores_polaires,NNS NNS
Planétologie,https://fr.wikipedia.org/wiki/Planétologie,NN
lunes,https://fr.wikipedia.org/wiki/lunes,NNS
planètes naines,https://fr.wikipedia.org/wiki/planètes_naines,NNS NNS
comètes,https://fr.wikipedia.org/wiki/comètes,NNS
astéroïdes,https://fr.wikipedia.org/wiki/astéroïdes,NNS
exoplanètes,https://fr.wikipedia.org/wiki/exoplanètes,NNS
sondes,https://fr.wikipedia.org/wiki/sondes,NNS
planètes internes,https://fr.wikipedia.org/wiki/planètes_internes,NNS NNS
ceinture d'astéroïdes,https://fr.wikipedia.org/wiki/ceinture_d'astéroïdes,NN NNS
planètes externes,https://fr.wikipedia.org/wiki/planètes_externes,NNS NNS
nuage d'Oort,https://fr.wikipedia.org/wiki/nuage_d'Oort,NN NN
telluriques,https://fr.wikipedia.org/wiki/telluriques,NNS
Mercure,https://fr.wikipedia.org/wiki/Mercure,NN
Mars,https://fr.wikipedia.org/wiki/Mars,NNS
géantes gazeuses,https://fr.wikipedia.org/wiki/géantes_gazeuses,NNS NNS
Jupiter,https://fr.wikipedia.org/wiki/Jupiter,NN
Saturne,https://fr.wikipedia.org/wiki/Saturne,NN
Uranus,https://fr.wikipedia.org/wiki/Uranus,NN
Neptune,https://fr.wikipedia.org/wiki/Neptune,NN
ceinture de Kuiper,https://fr.wikipedia.org/wiki/ceinture_de_Kuiper,NN FW NNP
année-lumière,https://fr.wikipedia.org/wiki/année-lumière,NN
disque protoplanétaire,https://fr.wikipedia.org/wiki/disque_protoplanétaire,NN NN
protoplanètes,https://fr.wikipedia.org/wiki/protoplanètes,NNS
pression de radiation,https://fr.wikipedia.org/wiki/pression_de_radiation,NN IN NN
atmosphère,https://fr.wikipedia.org/wiki/atmosphère,NN
cratères,https://fr.wikipedia.org/wiki/cratères,NNS
hypothèse majeure,https://fr.wikipedia.org/wiki/hypothèse_majeure,NN NN
différenciation planétaire,https://fr.wikipedia.org/wiki/différenciation_planétaire,NN NN
Astronomie stellaire,https://fr.wikipedia.org/wiki/Astronomie_stellaire,NNP NN
Étoile,https://fr.wikipedia.org/wiki/Étoile,NN
Chronologie de l'astronomie stellaire,https://fr.wikipedia.org/wiki/Chronologie_de_l'astronomie_stellaire,NNP FW FW NN
évolution stellaire,https://fr.wikipedia.org/wiki/évolution_stellaire,NN NN
forme,https://fr.wikipedia.org/wiki/forme,NN
nuages moléculaires géants,https://fr.wikipedia.org/wiki/nuages_moléculaires_géants,NNS VBZ NNS
gravité,https://fr.wikipedia.org/wiki/gravité,NN
protoétoile,https://fr.wikipedia.org/wiki/protoétoile,NN
hydrogène,https://fr.wikipedia.org/wiki/hydrogène,NN
hélium,https://fr.wikipedia.org/wiki/hélium,NN
créés,https://fr.wikipedia.org/wiki/créés,NN
évoluer,https://fr.wikipedia.org/wiki/évoluer,NN
géante rouge,https://fr.wikipedia.org/wiki/géante_rouge,NN NN
supernova,https://fr.wikipedia.org/wiki/supernova,NN
nébuleuses planétaires,https://fr.wikipedia.org/wiki/nébuleuses_planétaires,NNS NNS
naines blanches,https://fr.wikipedia.org/wiki/naines_blanches,NNS NNS
étoile à neutrons,https://fr.wikipedia.org/wiki/étoile_à_neutrons,JJ NN NNS
trou noir,https://fr.wikipedia.org/wiki/trou_noir,NN NN
étoiles binaires,https://fr.wikipedia.org/wiki/étoiles_binaires,NNS NNS
métaux,https://fr.wikipedia.org/wiki/métaux,NN
milieu interstellaire,https://fr.wikipedia.org/wiki/milieu_interstellaire,NN NN
Astronomie galactique,https://fr.wikipedia.org/wiki/Astronomie_galactique,NNP NN
Voie lactée,https://fr.wikipedia.org/wiki/Voie_lactée,NNP NN
galaxie spirale barrée,https://fr.wikipedia.org/wiki/galaxie_spirale_barrée,JJ NN NN
Groupe local,https://fr.wikipedia.org/wiki/Groupe_local,NNP JJ
attraction gravitationnelle,https://fr.wikipedia.org/wiki/attraction_gravitationnelle,NN NN
bras,https://fr.wikipedia.org/wiki/bras,NNS
trou noir supermassif,https://fr.wikipedia.org/wiki/trou_noir_supermassif,NN NN NN
population II,https://fr.wikipedia.org/wiki/population_II,NN NNP
sphéroïdal,https://fr.wikipedia.org/wiki/sphéroïdal,NN
population I,https://fr.wikipedia.org/wiki/population_I,NN PRP
amas globulaires,https://fr.wikipedia.org/wiki/amas_globulaires,NN NNS
